pclass,survived,name,embarked,sex,age,sibsp,parch,ticket,fare,cabin
3,0,"Arnold-Franchi, Mr. Josef",S,male,25,1,0,349237,17.8,
3,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",S,female,18,1,0,349237,17.8,
3,0,"Aronsson, Mr. Ernst Axel Algot",S,male,24,0,0,349911,7.775,
3,0,"Asim, Mr. Adola",S,male,35,0,0,SOTON/O.Q. 3101310,7.05,
3,0,"Asplund, Master. Carl Edgar",S,male,5,4,2,347077,31.3875,
3,0,"Asplund, Master. Clarence Gustaf Hugo",S,male,9,4,2,347077,31.3875,
3,1,"Asplund, Master. Edvin Rojj Felix",S,male,3,4,2,347077,31.3875,
3,0,"Asplund, Master. Filip Oscar",S,male,13,4,2,347077,31.3875,
3,1,"Asplund, Miss. Lillian Gertrud",S,female,5,4,2,347077,31.3875,
3,0,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",S,male,40,1,5,347077,31.3875,
3,1,"Asplund, Mr. Johan Charles",S,male,23,0,0,350054,7.7958,
3,1,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",S,female,38,1,5,347077,31.3875,
3,1,"Assaf Khalil, Mrs. Mariana ('Miriam')",C,female,45,0,0,2696,7.225,
3,0,"Assaf, Mr. Gerios",C,male,21,0,0,2692,7.225,
3,0,"Assam, Mr. Ali",S,male,23,0,0,SOTON/O.Q. 3101309,7.05,
3,0,"Attalah, Miss. Malake",C,female,17,0,0,2627,14.4583,
3,0,"Attalah, Mr. Sleiman",C,male,30,0,0,2694,7.225,
3,0,"Augustsson, Mr. Albert",S,male,23,0,0,347468,7.8542,
3,1,"Ayoub, Miss. Banoura",C,female,13,0,0,2687,7.2292,
3,0,"Baccos, Mr. Raffull",C,male,20,0,0,2679,7.225,
3,0,"Backstrom, Mr. Karl Alfred",S,male,32,1,0,3101278,15.85,
3,1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",S,female,33,3,0,3101278,15.85,
3,1,"Baclini, Miss. Eugenie",C,female,0.75,2,1,2666,19.2583,
3,1,"Baclini, Miss. Helene Barbara",C,female,0.75,2,1,2666,19.2583,
3,1,"Baclini, Miss. Marie Catherine",C,female,5,2,1,2666,19.2583,
3,1,"Baclini, Mrs. Solomon (Latifa Qurban)",C,female,24,0,3,2666,19.2583,
3,1,"Badman, Miss. Emily Louisa",S,female,18,0,0,A/4 31416,8.05,
3,0,"Badt, Mr. Mohamed",C,male,40,0,0,2623,7.225,
3,0,"Balkic, Mr. Cerin",S,male,26,0,0,349248,7.8958,
3,1,"Barah, Mr. Hanna Assi",C,male,20,0,0,2663,7.2292,
3,0,"Barbara, Miss. Saiide",C,female,18,0,1,2691,14.4542,
3,0,"Barbara, Mrs. (Catherine David)",C,female,45,0,1,2691,14.4542,
3,0,"Barry, Miss. Julia",Q,female,27,0,0,330844,7.8792,
3,0,"Barton, Mr. David John",S,male,22,0,0,324669,8.05,
3,0,"Beavan, Mr. William Thomas",S,male,19,0,0,323951,8.05,
3,0,"Bengtsson, Mr. John Viktor",S,male,26,0,0,347068,7.775,
3,0,"Berglund, Mr. Karl Ivar Sven",S,male,22,0,0,PP 4348,9.35,
3,0,"Betros, Master. Seman",C,male,,0,0,2622,7.2292,
3,0,"Betros, Mr. Tannous",C,male,20,0,0,2648,4.0125,
3,1,"Bing, Mr. Lee",S,male,32,0,0,1601,56.4958,
3,0,"Birkeland, Mr. Hans Martin Monsen",S,male,21,0,0,312992,7.775,
3,0,"Bjorklund, Mr. Ernst Herbert",S,male,18,0,0,347090,7.75,
3,0,"Bostandyeff, Mr. Guentcho",S,male,26,0,0,349224,7.8958,
3,0,"Boulos, Master. Akar",C,male,6,1,1,2678,15.2458,
3,0,"Boulos, Miss. Nourelain",C,female,9,1,1,2678,15.2458,
3,0,"Boulos, Mr. Hanna",C,male,,0,0,2664,7.225,
3,0,"Boulos, Mrs. Joseph (Sultana)",C,female,,0,2,2678,15.2458,
3,0,"Bourke, Miss. Mary",Q,female,,0,2,364848,7.75,
3,0,"Bourke, Mr. John",Q,male,40,1,1,364849,15.5,
3,0,"Bourke, Mrs. John (Catherine)",Q,female,32,1,1,364849,15.5,
3,0,"Bowen, Mr. David John 'Dai'",S,male,21,0,0,54636,16.1,
3,1,"Bradley, Miss. Bridget Delia",Q,female,22,0,0,334914,7.725,
3,0,"Braf, Miss. Elin Ester Maria",S,female,20,0,0,347471,7.8542,
3,0,"Braund, Mr. Lewis Richard",S,male,29,1,0,3460,7.0458,
3,0,"Braund, Mr. Owen Harris",S,male,22,1,0,A/5 21171,7.25,
3,0,"Brobeck, Mr. Karl Rudolf",S,male,22,0,0,350045,7.7958,
3,0,"Brocklebank, Mr. William Alfred",S,male,35,0,0,364512,8.05,
3,0,"Buckley, Miss. Katherine",Q,female,18.5,0,0,329944,7.2833,
3,1,"Buckley, Mr. Daniel",Q,male,21,0,0,330920,7.8208,
3,0,"Burke, Mr. Jeremiah",Q,male,19,0,0,365222,6.75,
3,0,"Burns, Miss. Mary Delia",Q,female,18,0,0,330963,7.8792,
3,0,"Cacic, Miss. Manda",S,female,21,0,0,315087,8.6625,
3,0,"Cacic, Miss. Marija",S,female,30,0,0,315084,8.6625,
3,0,"Cacic, Mr. Jego Grga",S,male,18,0,0,315091,8.6625,
3,0,"Cacic, Mr. Luka",S,male,38,0,0,315089,8.6625,
3,0,"Calic, Mr. Jovo",S,male,17,0,0,315093,8.6625,
3,0,"Calic, Mr. Petar",S,male,17,0,0,315086,8.6625,
3,0,"Canavan, Miss. Mary",Q,female,21,0,0,364846,7.75,
3,0,"Canavan, Mr. Patrick",Q,male,21,0,0,364858,7.75,
3,0,"Cann, Mr. Ernest Charles",S,male,21,0,0,A./5. 2152,8.05,
3,0,"Caram, Mr. Joseph",C,male,,1,0,2689,14.4583,
3,0,"Caram, Mrs. Joseph (Maria Elias)",C,female,,1,0,2689,14.4583,
3,0,"Carlsson, Mr. August Sigfrid",S,male,28,0,0,350042,7.7958,
3,0,"Carlsson, Mr. Carl Robert",S,male,24,0,0,350409,7.8542,
3,1,"Carr, Miss. Helen 'Ellen'",Q,female,16,0,0,367231,7.75,
3,0,"Carr, Miss. Jeannie",Q,female,37,0,0,368364,7.75,
3,0,"Carver, Mr. Alfred John",S,male,28,0,0,392095,7.25,
3,0,"Celotti, Mr. Francesco",S,male,24,0,0,343275,8.05,
3,0,"Charters, Mr. David",Q,male,21,0,0,A/5. 13032,7.7333,
3,1,"Chip, Mr. Chang",S,male,32,0,0,1601,56.4958,
3,0,"Christmann, Mr. Emil",S,male,29,0,0,343276,8.05,
3,0,"Chronopoulos, Mr. Apostolos",C,male,26,1,0,2680,14.4542,
3,0,"Chronopoulos, Mr. Demetrios",C,male,18,1,0,2680,14.4542,
3,0,"Coelho, Mr. Domingos Fernandeo",S,male,20,0,0,SOTON/O.Q. 3101307,7.05,
3,1,"Cohen, Mr. Gurshon 'Gus'",S,male,18,0,0,A/5 3540,8.05,
3,0,"Colbert, Mr. Patrick",Q,male,24,0,0,371109,7.25,
3,0,"Coleff, Mr. Peju",S,male,36,0,0,349210,7.4958,
3,0,"Coleff, Mr. Satio",S,male,24,0,0,349209,7.4958,
3,0,"Conlon, Mr. Thomas Henry",Q,male,31,0,0,21332,7.7333,
3,0,"Connaghton, Mr. Michael",Q,male,31,0,0,335097,7.75,
3,1,"Connolly, Miss. Kate",Q,female,22,0,0,370373,7.75,
3,0,"Connolly, Miss. Kate",Q,female,30,0,0,330972,7.6292,
3,0,"Connors, Mr. Patrick",Q,male,70.5,0,0,370369,7.75,
3,0,"Cook, Mr. Jacob",S,male,43,0,0,A/5 3536,8.05,
3,0,"Cor, Mr. Bartol",S,male,35,0,0,349230,7.8958,
3,0,"Cor, Mr. Ivan",S,male,27,0,0,349229,7.8958,
3,0,"Cor, Mr. Liudevit",S,male,19,0,0,349231,7.8958,
3,0,"Corn, Mr. Harry",S,male,30,0,0,SOTON/OQ 392090,8.05,
3,1,"Coutts, Master. Eden Leslie 'Neville'",S,male,9,1,1,C.A. 37671,15.9,
3,1,"Coutts, Master. William Loch 'William'",S,male,3,1,1,C.A. 37671,15.9,
3,1,"Coutts, Mrs. William (Winnie 'Minnie' Treanor)",S,female,36,0,2,C.A. 37671,15.9,
3,0,"Coxon, Mr. Daniel",S,male,59,0,0,364500,7.25,
3,0,"Crease, Mr. Ernest James",S,male,19,0,0,S.P. 3464,8.1583,
3,1,"Cribb, Miss. Laura Alice",S,female,17,0,1,371362,16.1,
3,0,"Cribb, Mr. John Hatfield",S,male,44,0,1,371362,16.1,
3,0,"Culumovic, Mr. Jeso",S,male,17,0,0,315090,8.6625,
3,0,"Daher, Mr. Shedid",C,male,22.5,0,0,2698,7.225,
3,1,"Dahl, Mr. Karl Edwart",S,male,45,0,0,7598,8.05,
3,0,"Dahlberg, Miss. Gerda Ulrika",S,female,22,0,0,7552,10.5167,
3,0,"Dakic, Mr. Branko",S,male,19,0,0,349228,10.1708,
3,1,"Daly, Miss. Margaret Marcella 'Maggie'",Q,female,30,0,0,382650,6.95,
3,1,"Daly, Mr. Eugene Patrick",Q,male,29,0,0,382651,7.75,
3,0,"Danbom, Master. Gilbert Sigvard Emanuel",S,male,0.3333,0,2,347080,14.4,
3,0,"Danbom, Mr. Ernst Gilbert",S,male,34,1,1,347080,14.4,
3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",S,female,28,1,1,347080,14.4,
3,0,"Danoff, Mr. Yoto",S,male,27,0,0,349219,7.8958,
3,0,"Dantcheff, Mr. Ristiu",S,male,25,0,0,349203,7.8958,
3,0,"Davies, Mr. Alfred J",S,male,24,2,0,A/4 48871,24.15,
3,0,"Davies, Mr. Evan",S,male,22,0,0,SC/A4 23568,8.05,
3,0,"Davies, Mr. John Samuel",S,male,21,2,0,A/4 48871,24.15,
3,0,"Davies, Mr. Joseph",S,male,17,2,0,A/4 48873,8.05,
3,0,"Davison, Mr. Thomas Henry",S,male,,1,0,386525,16.1,
3,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",S,female,,1,0,386525,16.1,
3,1,"de Messemaeker, Mr. Guillaume Joseph",S,male,36.5,1,0,345572,17.4,
3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",S,female,36,1,0,345572,17.4,
3,1,"de Mulder, Mr. Theodore",S,male,30,0,0,345774,9.5,
3,0,"de Pelsmaeker, Mr. Alfons",S,male,16,0,0,345778,9.5,
3,1,"Dean, Master. Bertram Vere",S,male,1,1,2,C.A. 2315,20.575,
3,1,"Dean, Miss. Elizabeth Gladys 'Millvina'",S,female,0.1667,1,2,C.A. 2315,20.575,
3,0,"Dean, Mr. Bertram Frank",S,male,26,1,2,C.A. 2315,20.575,
3,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",S,female,33,1,2,C.A. 2315,20.575,
3,0,"Delalic, Mr. Redjo",S,male,25,0,0,349250,7.8958,
3,0,"Demetri, Mr. Marinko",S,male,,0,0,349238,7.8958,
3,0,"Denkoff, Mr. Mitto",S,male,,0,0,349225,7.8958,
3,0,"Dennis, Mr. Samuel",S,male,22,0,0,A/5 21172,7.25,
3,0,"Dennis, Mr. William",S,male,36,0,0,A/5 21175,7.25,
3,1,"Devaney, Miss. Margaret Delia",Q,female,19,0,0,330958,7.8792,
3,0,"Dika, Mr. Mirko",S,male,17,0,0,349232,7.8958,
3,0,"Dimic, Mr. Jovan",S,male,42,0,0,315088,8.6625,
3,0,"Dintcheff, Mr. Valtcho",S,male,43,0,0,349226,7.8958,
3,0,"Doharr, Mr. Tannous",C,male,,0,0,2686,7.2292,
3,0,"Dooley, Mr. Patrick",Q,male,32,0,0,370376,7.75,
3,1,"Dorking, Mr. Edward Arthur",S,male,19,0,0,A/5. 10482,8.05,
3,1,"Dowdell, Miss. Elizabeth",S,female,30,0,0,364516,12.475,
3,0,"Doyle, Miss. Elizabeth",Q,female,24,0,0,368702,7.75,
3,1,"Drapkin, Miss. Jennie",S,female,23,0,0,SOTON/OQ 392083,8.05,
3,0,"Drazenoic, Mr. Jozef",C,male,33,0,0,349241,7.8958,
3,0,"Duane, Mr. Frank",Q,male,65,0,0,336439,7.75,
3,1,"Duquemin, Mr. Joseph",S,male,24,0,0,S.O./P.P. 752,7.55,
3,0,"Dyker, Mr. Adolf Fredrik",S,male,23,1,0,347072,13.9,
3,1,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",S,female,22,1,0,347072,13.9,
3,0,"Edvardsson, Mr. Gustaf Hjalmar",S,male,18,0,0,349912,7.775,
3,0,"Eklund, Mr. Hans Linus",S,male,16,0,0,347074,7.775,
3,0,"Ekstrom, Mr. Johan",S,male,45,0,0,347061,6.975,
3,0,"Elias, Mr. Dibo",C,male,,0,0,2674,7.225,
3,0,"Elias, Mr. Joseph",C,male,39,0,2,2675,7.2292,
3,0,"Elias, Mr. Joseph Jr",C,male,17,1,1,2690,7.2292,
3,0,"Elias, Mr. Tannous",C,male,15,1,1,2695,7.2292,
3,0,"Elsbury, Mr. William James",S,male,47,0,0,A/5 3902,7.25,
3,1,"Emanuel, Miss. Virginia Ethel",S,female,5,0,0,364516,12.475,
3,0,"Emir, Mr. Farred Chehab",C,male,,0,0,2631,7.225,
3,0,"Everett, Mr. Thomas James",S,male,40.5,0,0,C.A. 6212,15.1,
3,0,"Farrell, Mr. James",Q,male,40.5,0,0,367232,7.75,
3,1,"Finoli, Mr. Luigi",S,male,,0,0,SOTON/O.Q. 3101308,7.05,
3,0,"Fischer, Mr. Eberhard Thelander",S,male,18,0,0,350036,7.7958,
3,0,"Fleming, Miss. Honora",Q,female,,0,0,364859,7.75,
3,0,"Flynn, Mr. James",Q,male,,0,0,364851,7.75,
3,0,"Flynn, Mr. John",Q,male,,0,0,368323,6.95,
3,0,"Foley, Mr. Joseph",Q,male,26,0,0,330910,7.8792,
3,0,"Foley, Mr. William",Q,male,,0,0,365235,7.75,
3,1,"Foo, Mr. Choong",S,male,,0,0,1601,56.4958,
3,0,"Ford, Miss. Doolina Margaret 'Daisy'",S,female,21,2,2,W./C. 6608,34.375,
3,0,"Ford, Miss. Robina Maggie 'Ruby'",S,female,9,2,2,W./C. 6608,34.375,
3,0,"Ford, Mr. Arthur",S,male,,0,0,A/5 1478,8.05,
3,0,"Ford, Mr. Edward Watson",S,male,18,2,2,W./C. 6608,34.375,
3,0,"Ford, Mr. William Neal",S,male,16,1,3,W./C. 6608,34.375,
3,0,"Ford, Mrs. Edward (Margaret Ann Watson)",S,female,48,1,3,W./C. 6608,34.375,
3,0,"Fox, Mr. Patrick",Q,male,,0,0,368573,7.75,
3,0,"Franklin, Mr. Charles (Charles Fardon)",S,male,,0,0,SOTON/O.Q. 3101314,7.25,
3,0,"Gallagher, Mr. Martin",Q,male,25,0,0,36864,7.7417,
3,0,"Garfirth, Mr. John",S,male,,0,0,358585,14.5,
3,0,"Gheorgheff, Mr. Stanio",C,male,,0,0,349254,7.8958,
3,0,"Gilinski, Mr. Eliezer",S,male,22,0,0,14973,8.05,
3,1,"Gilnagh, Miss. Katherine 'Katie'",Q,female,16,0,0,35851,7.7333,
3,1,"Glynn, Miss. Mary Agatha",Q,female,,0,0,335677,7.75,
3,1,"Goldsmith, Master. Frank John William 'Frankie'",S,male,9,0,2,363291,20.525,
3,0,"Goldsmith, Mr. Frank John",S,male,33,1,1,363291,20.525,
3,0,"Goldsmith, Mr. Nathan",S,male,41,0,0,SOTON/O.Q. 3101263,7.85,
3,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",S,female,31,1,1,363291,20.525,
3,0,"Goncalves, Mr. Manuel Estanslas",S,male,38,0,0,SOTON/O.Q. 3101306,7.05,
3,0,"Goodwin, Master. Harold Victor",S,male,9,5,2,CA 2144,46.9,
3,0,"Goodwin, Master. Sidney Leonard",S,male,1,5,2,CA 2144,46.9,
3,0,"Goodwin, Master. William Frederick",S,male,11,5,2,CA 2144,46.9,
3,0,"Goodwin, Miss. Jessie Allis",S,female,10,5,2,CA 2144,46.9,
3,0,"Goodwin, Miss. Lillian Amy",S,female,16,5,2,CA 2144,46.9,
3,0,"Goodwin, Mr. Charles Edward",S,male,14,5,2,CA 2144,46.9,
3,0,"Goodwin, Mr. Charles Frederick",S,male,40,1,6,CA 2144,46.9,
3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",S,female,43,1,6,CA 2144,46.9,
3,0,"Green, Mr. George Henry",S,male,51,0,0,21440,8.05,
3,0,"Gronnestad, Mr. Daniel Danielsen",S,male,32,0,0,8471,8.3625,
3,0,"Guest, Mr. Robert",S,male,,0,0,376563,8.05,
3,0,"Gustafsson, Mr. Alfred Ossian",S,male,20,0,0,7534,9.8458,
3,0,"Gustafsson, Mr. Anders Vilhelm",S,male,37,2,0,3101276,7.925,
3,0,"Gustafsson, Mr. Johan Birger",S,male,28,2,0,3101277,7.925,
3,0,"Gustafsson, Mr. Karl Gideon",S,male,19,0,0,347069,7.775,
3,0,"Haas, Miss. Aloisia",S,female,24,0,0,349236,8.85,
3,0,"Hagardon, Miss. Kate",Q,female,17,0,0,AQ/3. 30631,7.7333,
3,0,"Hagland, Mr. Ingvald Olai Olsen",S,male,,1,0,65303,19.9667,
3,0,"Hagland, Mr. Konrad Mathias Reiersen",S,male,,1,0,65304,19.9667,
3,0,"Hakkarainen, Mr. Pekka Pietari",S,male,28,1,0,STON/O2. 3101279,15.85,
3,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",S,female,24,1,0,STON/O2. 3101279,15.85,
3,0,"Hampe, Mr. Leon",S,male,20,0,0,345769,9.5,
3,0,"Hanna, Mr. Mansour",C,male,23.5,0,0,2693,7.2292,
3,0,"Hansen, Mr. Claus Peter",S,male,41,2,0,350026,14.1083,
3,0,"Hansen, Mr. Henrik Juul",S,male,26,1,0,350025,7.8542,
3,0,"Hansen, Mr. Henry Damsgaard",S,male,21,0,0,350029,7.8542,
3,1,"Hansen, Mrs. Claus Peter (Jennie L Howard)",S,female,45,1,0,350026,14.1083,
3,0,"Harknett, Miss. Alice Phoebe",S,female,,0,0,W./C. 6609,7.55,
3,0,"Harmer, Mr. Abraham (David Lishin)",S,male,25,0,0,374887,7.25,
3,0,"Hart, Mr. Henry",Q,male,,0,0,394140,6.8583,
3,0,"Hassan, Mr. Houssein G N",C,male,11,0,0,2699,18.7875,
3,1,"Healy, Miss. Hanora 'Nora'",Q,female,,0,0,370375,7.75,
3,1,"Hedman, Mr. Oskar Arvid",S,male,27,0,0,347089,6.975,
3,1,"Hee, Mr. Ling",S,male,,0,0,1601,56.4958,
3,0,"Hegarty, Miss. Hanora 'Nora'",Q,female,18,0,0,365226,6.75,
3,1,"Heikkinen, Miss. Laina",S,female,26,0,0,STON/O2. 3101282,7.925,
3,0,"Heininen, Miss. Wendla Maria",S,female,23,0,0,STON/O2. 3101290,7.925,
3,1,"Hellstrom, Miss. Hilda Maria",S,female,22,0,0,7548,8.9625,
3,0,"Hendekovic, Mr. Ignjac",S,male,28,0,0,349243,7.8958,
3,0,"Henriksson, Miss. Jenny Lovisa",S,female,28,0,0,347086,7.775,
3,0,"Henry, Miss. Delia",Q,female,,0,0,382649,7.75,
3,1,"Hirvonen, Miss. Hildur E",S,female,2,0,1,3101298,12.2875,
3,1,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",S,female,22,1,1,3101298,12.2875,
3,0,"Holm, Mr. John Fredrik Alexander",S,male,43,0,0,C 7075,6.45,
3,0,"Holthen, Mr. Johan Martin",S,male,28,0,0,C 4001,22.525,
3,1,"Honkanen, Miss. Eliina",S,female,27,0,0,STON/O2. 3101283,7.925,
3,0,"Horgan, Mr. John",Q,male,,0,0,370377,7.75,
3,1,"Howard, Miss. May Elizabeth",S,female,,0,0,A. 2. 39186,8.05,
3,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",S,male,42,0,0,348121,7.65,F G63
3,1,"Hyman, Mr. Abraham",S,male,,0,0,3470,7.8875,
3,0,"Ibrahim Shawah, Mr. Yousseff",C,male,30,0,0,2685,7.2292,
3,0,"Ilieff, Mr. Ylio",S,male,,0,0,349220,7.8958,
3,0,"Ilmakangas, Miss. Ida Livija",S,female,27,1,0,STON/O2. 3101270,7.925,
3,0,"Ilmakangas, Miss. Pieta Sofia",S,female,25,1,0,STON/O2. 3101271,7.925,
3,0,"Ivanoff, Mr. Kanio",S,male,,0,0,349201,7.8958,
3,1,"Jalsevac, Mr. Ivan",C,male,29,0,0,349240,7.8958,
3,1,"Jansson, Mr. Carl Olof",S,male,21,0,0,350034,7.7958,
3,0,"Jardin, Mr. Jose Neto",S,male,,0,0,SOTON/O.Q. 3101305,7.05,
3,0,"Jensen, Mr. Hans Peder",S,male,20,0,0,350050,7.8542,
3,0,"Jensen, Mr. Niels Peder",S,male,48,0,0,350047,7.8542,
3,0,"Jensen, Mr. Svend Lauritz",S,male,17,1,0,350048,7.0542,
3,1,"Jermyn, Miss. Annie",Q,female,,0,0,14313,7.75,
3,1,"Johannesen-Bratthammer, Mr. Bernt",S,male,,0,0,65306,8.1125,
3,0,"Johanson, Mr. Jakob Alfred",S,male,34,0,0,3101264,6.4958,
3,1,"Johansson Palmquist, Mr. Oskar Leander",S,male,26,0,0,347070,7.775,
3,0,"Johansson, Mr. Erik",S,male,22,0,0,350052,7.7958,
3,0,"Johansson, Mr. Gustaf Joel",S,male,33,0,0,7540,8.6542,
3,0,"Johansson, Mr. Karl Johan",S,male,31,0,0,347063,7.775,
3,0,"Johansson, Mr. Nils",S,male,29,0,0,347467,7.8542,
3,1,"Johnson, Master. Harold Theodor",S,male,4,1,1,347742,11.1333,
3,1,"Johnson, Miss. Eleanor Ileen",S,female,1,1,1,347742,11.1333,
3,0,"Johnson, Mr. Alfred",S,male,49,0,0,LINE,0,
3,0,"Johnson, Mr. Malkolm Joackim",S,male,33,0,0,347062,7.775,
3,0,"Johnson, Mr. William Cahoone Jr",S,male,19,0,0,LINE,0,
3,1,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",S,female,27,0,2,347742,11.1333,
3,0,"Johnston, Master. William Arthur 'Willie'",S,male,,1,2,W./C. 6607,23.45,
3,0,"Johnston, Miss. Catherine Helen 'Carrie'",S,female,,1,2,W./C. 6607,23.45,
3,0,"Johnston, Mr. Andrew G",S,male,,1,2,W./C. 6607,23.45,
3,0,"Johnston, Mrs. Andrew G (Elizabeth 'Lily' Watson)",S,female,,1,2,W./C. 6607,23.45,
3,0,"Jonkoff, Mr. Lalio",S,male,23,0,0,349204,7.8958,
3,1,"Jonsson, Mr. Carl",S,male,32,0,0,350417,7.8542,
3,0,"Jonsson, Mr. Nils Hilding",S,male,27,0,0,350408,7.8542,
3,0,"Jussila, Miss. Katriina",S,female,20,1,0,4136,9.825,
3,0,"Jussila, Miss. Mari Aina",S,female,21,1,0,4137,9.825,
3,1,"Jussila, Mr. Eiriik",S,male,32,0,0,STON/O 2. 3101286,7.925,
3,0,"Kallio, Mr. Nikolai Erland",S,male,17,0,0,STON/O 2. 3101274,7.125,
3,0,"Kalvik, Mr. Johannes Halvorsen",S,male,21,0,0,8475,8.4333,
3,0,"Karaic, Mr. Milan",S,male,30,0,0,349246,7.8958,
3,1,"Karlsson, Mr. Einar Gervasius",S,male,21,0,0,350053,7.7958,
3,0,"Karlsson, Mr. Julius Konrad Eugen",S,male,33,0,0,347465,7.8542,
3,0,"Karlsson, Mr. Nils August",S,male,22,0,0,350060,7.5208,
3,1,"Karun, Miss. Manca",C,female,4,0,1,349256,13.4167,
3,1,"Karun, Mr. Franz",C,male,39,0,1,349256,13.4167,
3,0,"Kassem, Mr. Fared",C,male,,0,0,2700,7.2292,
3,0,"Katavelas, Mr. Vassilios ('Catavelas Vassilios')",C,male,18.5,0,0,2682,7.2292,
3,0,"Keane, Mr. Andrew 'Andy'",Q,male,,0,0,12460,7.75,
3,0,"Keefe, Mr. Arthur",S,male,,0,0,323592,7.25,
3,1,"Kelly, Miss. Anna Katherine 'Annie Kate'",Q,female,,0,0,9234,7.75,
3,1,"Kelly, Miss. Mary",Q,female,,0,0,14312,7.75,
3,0,"Kelly, Mr. James",Q,male,34.5,0,0,330911,7.8292,
3,0,"Kelly, Mr. James",S,male,44,0,0,363592,8.05,
3,1,"Kennedy, Mr. John",Q,male,,0,0,368783,7.75,
3,0,"Khalil, Mr. Betros",C,male,,1,0,2660,14.4542,
3,0,"Khalil, Mrs. Betros (Zahie 'Maria' Elias)",C,female,,1,0,2660,14.4542,
3,0,"Kiernan, Mr. John",Q,male,,1,0,367227,7.75,
3,0,"Kiernan, Mr. Philip",Q,male,,1,0,367229,7.75,
3,0,"Kilgannon, Mr. Thomas J",Q,male,,0,0,36865,7.7375,
3,0,"Kink, Miss. Maria",S,female,22,2,0,315152,8.6625,
3,0,"Kink, Mr. Vincenz",S,male,26,2,0,315151,8.6625,
3,1,"Kink-Heilmann, Miss. Luise Gretchen",S,female,4,0,2,315153,22.025,
3,1,"Kink-Heilmann, Mr. Anton",S,male,29,3,1,315153,22.025,
3,1,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",S,female,26,1,1,315153,22.025,
3,0,"Klasen, Miss. Gertrud Emilia",S,female,1,1,1,350405,12.1833,
3,0,"Klasen, Mr. Klas Albin",S,male,18,1,1,350404,7.8542,
3,0,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",S,female,36,0,2,350405,12.1833,
3,0,"Kraeff, Mr. Theodor",C,male,,0,0,349253,7.8958,
3,1,"Krekorian, Mr. Neshan",C,male,25,0,0,2654,7.2292,F E57
3,0,"Lahoud, Mr. Sarkis",C,male,,0,0,2624,7.225,
3,0,"Laitinen, Miss. Kristina Sofia",S,female,37,0,0,4135,9.5875,
3,0,"Laleff, Mr. Kristo",S,male,,0,0,349217,7.8958,
3,1,"Lam, Mr. Ali",S,male,,0,0,1601,56.4958,
3,0,"Lam, Mr. Len",S,male,,0,0,1601,56.4958,
3,1,"Landergren, Miss. Aurora Adelia",S,female,22,0,0,C 7077,7.25,
3,0,"Lane, Mr. Patrick",Q,male,,0,0,7935,7.75,
3,1,"Lang, Mr. Fang",S,male,26,0,0,1601,56.4958,
3,0,"Larsson, Mr. August Viktor",S,male,29,0,0,7545,9.4833,
3,0,"Larsson, Mr. Bengt Edvin",S,male,29,0,0,347067,7.775,
3,0,"Larsson-Rondberg, Mr. Edvard A",S,male,22,0,0,347065,7.775,
3,1,"Leeni, Mr. Fahim ('Philip Zenni')",C,male,22,0,0,2620,7.225,
3,0,"Lefebre, Master. Henry Forbes",S,male,,3,1,4133,25.4667,
3,0,"Lefebre, Miss. Ida",S,female,,3,1,4133,25.4667,
3,0,"Lefebre, Miss. Jeannie",S,female,,3,1,4133,25.4667,
3,0,"Lefebre, Miss. Mathilde",S,female,,3,1,4133,25.4667,
3,0,"Lefebre, Mrs. Frank (Frances)",S,female,,0,4,4133,25.4667,
3,0,"Leinonen, Mr. Antti Gustaf",S,male,32,0,0,STON/O 2. 3101292,7.925,
3,0,"Lemberopolous, Mr. Peter L",C,male,34.5,0,0,2683,6.4375,
3,0,"Lennon, Miss. Mary",Q,female,,1,0,370371,15.5,
3,0,"Lennon, Mr. Denis",Q,male,,1,0,370371,15.5,
3,0,"Leonard, Mr. Lionel",S,male,36,0,0,LINE,0,
3,0,"Lester, Mr. James",S,male,39,0,0,A/4 48871,24.15,
3,0,"Lievens, Mr. Rene Aime",S,male,24,0,0,345781,9.5,
3,0,"Lindahl, Miss. Agda Thorilda Viktoria",S,female,25,0,0,347071,7.775,
3,0,"Lindblom, Miss. Augusta Charlotta",S,female,45,0,0,347073,7.75,
